goal	rule	score
child(_EX0, catelyn_stark)	child(X, Y) :- parent(Y, X)	1
parent(_EX6, _EX5)	parent(unknown_father_greyjoy, euron_greyjoy)	1
parent(_EX5, oberyn_martell)	parent(lewyn_martell, oberyn_martell)	1
parent(X, rhaegar_targaryen)	parent(rhaella_targaryen, rhaegar_targaryen)	1
male(brandon_stark)	male(brandon_stark)	1
status(X, Y)	status(doran_martell, dead)	1
parent(_EX4, _EX1)	parent(balon_greyjoy, yara_greyjoy)	1
parent(X, Y)	parent(luthor_tyrell, mace_tyrell)	1
parent(_EX6, _EX2)	parent(tywin_lannister, jaime_lannister)	1
parent(_EX0, X)	parent(lewyn_martell, oberyn_martell)	1
male(_EX2)	male(aegon_v_targaryen)	1
parent(X, _EX0)	parent(steffon_baratheon, stannis_baratheon)	1
male(_EX0)	male(lewyn_martell)	1
parent(_EX4, X)	parent(robert_baratheon, gendry)	1
status(Y, X)	status(mace_tyrell, dead)	1
female(X)	female(obara_sand)	1
ancestor(aerys_targaryen, aegon_targaryen)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	1
love(X, Y)	love(daenerys_targaryen, hizdahr_zo_loraq)	1
parent(X, _EX0)	parent(unknown_father_greyjoy, balon_greyjoy)	1
parent(_EX1, Z)	parent(unknown_mother_greyjoy, euron_greyjoy)	1
parent(unknown_mother_greyjoy, aeron_greyjoy)	parent(unknown_mother_greyjoy, aeron_greyjoy)	1
parent(_EX0, _EX1)	parent(unknown_mother_targaryen, duncan_targaryen)	1
parent(_EX6, X)	parent(cersei_lannister, tommen_lannister)	1
male(_EX0)	male(lancel_lannister)	1
parent(_EX0, X)	parent(oberyn_martell, four_unknown_martells)	1
parent(Y, X)	parent(elia_martell, rhaenys_targaryen)	1
parent(Y, loras_tyrell)	parent(mace_tyrell, loras_tyrell)	1
parent(_EX2, X)	parent(unknown_mother_martell, oberyn_martell)	1
parent(_EX2, X)	parent(unknown_mother_greyjoy, balon_greyjoy)	1
status(X, Z)	status(trystane_martell, dead)	1
parent(Y, X)	parent(alerie_hightower, margaery_tyrell)	1
parent(_EX5, _EX1)	parent(oberyn_martell, four_unknown_martells)	1
parent(X, _EX5)	parent(kevan_lannister, willem_lannister)	1
parent(_EX4, _EX1)	parent(cassana_estermont, robert_baratheon)	1
female(_EX0)	female(yara_greyjoy)	1
parent(kevan_lannister, _EX3)	parent(kevan_lannister, lancel_lannister)	1
parent(_EX4, Z)	parent(lewyn_martell, ella_martell)	1
parent(Y, theon_greyjoy)	parent(balon_greyjoy, theon_greyjoy)	1
parent(Y, _EX3)	parent(eddard_stark, sansa_stark)	1
parent(eddard_stark, _EX1)	parent(eddard_stark, arya_stark)	1
ancestor(jaime_lannister, X)	ancestor(X, Y) :- parent(X, Y)	1
parent(X, _EX0)	parent(rhaella_targaryen, viserys_targaryen)	1
parent(Y, _EX3)	parent(rickard_stark, brandon_stark)	1
parent(_EX0, X)	parent(catelyn_stark, robb_stark)	1
parent(_EX3, tommen_lannister)	parent(cersei_lannister, tommen_lannister)	1
parent(X, _EX5)	parent(mace_tyrell, loras_tyrell)	1
parent(_EX6, X)	parent(rhaella_targaryen, rhaegar_targaryen)	1
parent(_EX4, _EX1)	parent(unknown_mother_sand_2, nymeria_sand)	1
parent(_EX5, _EX1)	parent(catelyn_stark, robb_stark)	1
parent(X, Y)	parent(eddard_stark, robb_stark)	1
parent(X, _EX4)	parent(tywin_lannister, jaime_lannister)	1
parent(_EX4, _EX1)	parent(rhaella_targaryen, daenerys_targaryen)	1
parent(Y, rhaenys_targaryen)	parent(rhaegar_targaryen, rhaenys_targaryen)	1
parent(_EX0, _EX1)	parent(catelyn_stark, sansa_stark)	1
status(X, Y)	status(catelyn_stark, dead)	1
male(_EX2)	male(renly_baratheon)	1
parent(Y, X)	parent(aegon_v_targaryen, aerys_targaryen)	1
parent(balon_greyjoy, _EX1)	parent(balon_greyjoy, rodrick_greyjoy)	1
parent(X, Z)	parent(jaime_lannister, tommen_lannister)	1
parent(_EX4, _EX0)	parent(elia_martell, aegon_targaryen)	1
parent(X, _EX0)	parent(unknown_mother_greyjoy, aeron_greyjoy)	1
parent(_EX1, _EX5)	parent(catelyn_stark, sansa_stark)	1
parent(X, Y)	parent(kevan_lannister, lancel_lannister)	1
female(_EX0)	female(unknown_mother_sand_2)	1
ancestor(mace_tyrell, Z)	ancestor(X, Y) :- parent(X, Y)	1
parent(_EX1, _EX5)	parent(oberyn_martell, tyene_sand)	1
child(rodrick_greyjoy, alannys_harlaw)	child(X, Y) :- parent(Y, X)	1
parent(X, Z)	parent(oberyn_martell, sarella_sand)	1
parent(X, _EX1)	parent(balon_greyjoy, yara_greyjoy)	1
parent(_EX5, X)	parent(rhaegar_targaryen, aegon_targaryen)	1
ancestor(balon_greyjoy, X)	ancestor(X, Y) :- parent(X, Y)	1
parent(X, obara_sand)	parent(unknown_mother_sand_1, obara_sand)	1
parent(Y, X)	parent(aegon_v_targaryen, duncan_targaryen)	1
parent(_EX0, X)	parent(lyanna_stark, jon_snow)	1
parent(_EX4, X)	parent(steffon_baratheon, renly_baratheon)	1
parent(_EX4, Z)	parent(balon_greyjoy, rodrick_greyjoy)	1
parent(_EX6, _EX5)	parent(catelyn_stark, arya_stark)	1
parent(Y, X)	parent(joanna_lannister, jaime_lannister)	1
parent(_EX1, Z)	parent(alannys_harlaw, maron_greyjoy)	1
parent(rhaegar_targaryen, _EX2)	parent(rhaegar_targaryen, jon_snow)	1
parent(X, _EX1)	parent(rickard_stark, eddard_stark)	1
female(unknown_mother_stark)	female(unknown_mother_stark)	1
parent(_EX3, Z)	parent(rhaegar_targaryen, rhaenys_targaryen)	1
ancestor(X, tyrion_lannister)	ancestor(X, Y) :- parent(X, Y)	1
parent(_EX0, X)	parent(unknown_mother_stark, benjen_stark)	1
parent(jaime_lannister, tommen_lannister)	parent(jaime_lannister, tommen_lannister)	1
male(_EX0)	male(night_king)	1
parent(X, _EX4)	parent(steffon_baratheon, robert_baratheon)	1
status(Y, X)	status(tytos_lannister, dead)	1
parent(_EX4, _EX0)	parent(unknown_mother_targaryen, rhaella_targaryen)	1
male(_EX0)	male(aeron_greyjoy)	1
parent(_EX5, _EX1)	parent(unknown_mother_stark, benjen_stark)	1
ancestor(X, robert_baratheon)	ancestor(X, Y) :- parent(X, Y)	1
parent(_EX4, Z)	parent(eddard_stark, bran_stark)	1
parent(X, Y)	parent(tytos_lannister, tywin_lannister)	1
parent(_EX4, _EX1)	parent(selyse_baratheon, shireen_baratheon)	1
parent(X, _EX5)	parent(olenna_tyrell, mace_tyrell)	1
status(X, Y)	status(the_mountain, alive)	1
status(X, Y)	status(meryn_trant, dead)	1
parent(Y, X)	parent(catelyn_stark, arya_stark)	1
parent(_EX3, Z)	parent(cersei_lannister, tommen_lannister)	1
parent(_EX6, _EX5)	parent(lewyn_martell, doran_martell)	1
parent(_EX1, _EX3)	parent(balon_greyjoy, yara_greyjoy)	1
parent(X, _EX1)	parent(unknown_father_greyjoy, aeron_greyjoy)	1
parent(_EX3, daeron_targaryen)	parent(unknown_mother_targaryen, daeron_targaryen)	1
parent(_EX5, _EX1)	parent(doran_martell, trystane_martell)	1
parent(aerys_targaryen, Z)	parent(aerys_targaryen, viserys_targaryen)	1
female(X)	female(sansa_stark)	1
status(X, Z)	status(rickard_stark, dead)	1
parent(_EX6, _EX5)	parent(unknown_mother_targaryen, aerys_targaryen)	1
parent(_EX3, Z)	parent(tywin_lannister, cersei_lannister)	1
status(X, Z)	status(selyse_baratheon, dead)	1
parent(Y, _EX3)	parent(catelyn_stark, sansa_stark)	1
parent(Y, X)	parent(olenna_tyrell, mace_tyrell)	1
parent(oberyn_martell, X)	parent(oberyn_martell, tyene_sand)	1
parent(_EX1, _EX3)	parent(rickard_stark, eddard_stark)	1
parent(Y, _EX3)	parent(oberyn_martell, tyene_sand)	1
parent(X, _EX3)	parent(tytos_lannister, kevan_lannister)	1
parent(_EX2, X)	parent(unknown_father_greyjoy, euron_greyjoy)	1
parent(X, _EX1)	parent(mace_tyrell, margaery_tyrell)	1
parent(oberyn_martell, _EX0)	parent(oberyn_martell, nymeria_sand)	1
female(obara_sand)	female(obara_sand)	1
parent(_EX1, Z)	parent(alannys_harlaw, theon_greyjoy)	1
parent(_EX6, _EX2)	parent(rickard_stark, benjen_stark)	1
parent(_EX6, _EX5)	parent(tytos_lannister, kevan_lannister)	1
parent(X, Y)	parent(unknown_mother_stark, brandon_stark)	1
parent(_EX1, _EX3)	parent(cassana_estermont, robert_baratheon)	1
status(X, Y)	status(lewyn_martell, dead)	1
male(oberyn_martell)	male(oberyn_martell)	1
parent(_EX5, oberyn_martell)	parent(unknown_mother_martell, oberyn_martell)	1
parent(_EX1, _EX3)	parent(rhaegar_targaryen, aegon_targaryen)	1
parent(X, Z)	parent(cersei_lannister, joffery_lannister)	1
parent(cersei_lannister, Z)	parent(cersei_lannister, myrcella_lannister)	1
parent(_EX4, X)	parent(tywin_lannister, tyrion_lannister)	1
parent(_EX4, _EX1)	parent(aegon_v_targaryen, aerys_targaryen)	1
parent(_EX0, X)	parent(unknown_mother_martell, oberyn_martell)	1
parent(_EX1, Z)	parent(eddard_stark, rickon_stark)	1
parent(_EX4, Z)	parent(unknown_mother_greyjoy, balon_greyjoy)	1
parent(_EX1, _EX5)	parent(aegon_v_targaryen, duncan_targaryen)	1
parent(_EX1, _EX5)	parent(eddard_stark, arya_stark)	1
parent(Y, X)	parent(unknown_mother_targaryen, aerys_targaryen)	1
parent(_EX2, X)	parent(unknown_mother_sand_1, obara_sand)	1
parent(_EX5, _EX1)	parent(unknown_mother_martell, oberyn_martell)	1
parent(_EX4, _EX1)	parent(cassana_estermont, stannis_baratheon)	1
parent(X, _EX0)	parent(eddard_stark, robb_stark)	1
male(_EX0)	male(joffery_lannister)	1
status(X, Z)	status(daeron_targaryen, dead)	1
parent(_EX1, _EX3)	parent(rhaella_targaryen, daenerys_targaryen)	1
male(_EX0)	male(eddard_stark)	1
parent(Y, _EX3)	parent(alerie_hightower, margaery_tyrell)	1
parent(_EX1, Z)	parent(alerie_hightower, loras_tyrell)	1
female(X)	female(unknown_mothersand_1)	1
parent(Y, cersei_lannister)	parent(tywin_lannister, cersei_lannister)	1
status(X, Z)	status(drogon, alive)	1
parent(_EX4, Z)	parent(elia_martell, aegon_targaryen)	1
parent(_EX6, _EX5)	parent(oberyn_martell, nymeria_sand)	1
parent(_EX1, _EX5)	parent(oberyn_martell, sarella_sand)	1
male(_EX0)	male(tywin_lannister)	1
parent(_EX6, _EX2)	parent(oberyn_martell, obara_sand)	1
status(X, Y)	status(stannis_baratheon, dead)	1
parent(_EX4, X)	parent(jaime_lannister, myrcella_lannister)	1
parent(X, _EX1)	parent(elia_martell, rhaenys_targaryen)	1
status(Y, X)	status(jaime_lannister, dead)	1
parent(Y, _EX3)	parent(rhaegar_targaryen, jon_snow)	1
parent(cersei_lannister, _EX0)	parent(cersei_lannister, tommen_lannister)	1
parent(_EX2, X)	parent(cassana_estermont, stannis_baratheon)	1
parent(X, _EX5)	parent(alannys_harlaw, maron_greyjoy)	1
parent(Y, tommen_lannister)	parent(jaime_lannister, tommen_lannister)	1
female(_EX2)	female(unknown_mother_targaryen)	1
parent(_EX5, _EX1)	parent(cassana_estermont, robert_baratheon)	1
parent(X, _EX1)	parent(alerie_hightower, margaery_tyrell)	1
parent(X, _EX0)	parent(unknown_mother_stark, eddard_stark)	1
parent(_EX5, X)	parent(aegon_v_targaryen, aerys_targaryen)	1
parent(rhaella_targaryen, _EX1)	parent(rhaella_targaryen, viserys_targaryen)	1
parent(_EX1, _EX3)	parent(unknown_father_greyjoy, aeron_greyjoy)	1
parent(_EX4, _EX1)	parent(unknown_mother_greyjoy, euron_greyjoy)	1
parent(_EX1, _EX5)	parent(jaime_lannister, tommen_lannister)	1
parent(_EX3, tywin_lannister)	parent(unknown_mother_lannister, tywin_lannister)	1
parent(kevan_lannister, _EX4)	parent(kevan_lannister, martyn_lannister)	1
ancestor(X, sansa_stark)	ancestor(X, Y) :- parent(X, Y)	1
parent(Y, X)	parent(oberyn_martell, nymeria_sand)	1
parent(X, Z)	parent(rhaella_targaryen, rhaegar_targaryen)	1
parent(doran_martell, X)	parent(doran_martell, trystane_martell)	1
parent(_EX1, mace_tyrell)	parent(luthor_tyrell, mace_tyrell)	1
parent(_EX5, _EX1)	parent(unknown_mother_sand_2, nymeria_sand)	1
parent(_EX4, Z)	parent(stannis_baratheon, shireen_baratheon)	1
descendant(sansa_stark, eddard_stark)	descendant(X, Y) :- ancestor(Y, X)	1
parent(rhaegar_targaryen, _EX5)	parent(rhaegar_targaryen, aegon_targaryen)	1
male(_EX2)	male(martyn_lannister)	1
ancestor(lyanna_stark, _EX3)	ancestor(X, Y) :- parent(X, Y)	1
parent(_EX0, _EX1)	parent(steffon_baratheon, stannis_baratheon)	1
parent(X, _EX4)	parent(unknown_mother_martell, ella_martell)	1
parent(X, _EX4)	parent(kevan_lannister, lancel_lannister)	1
male(_EX0)	male(robert_baratheon)	1
parent(X, _EX1)	parent(aegon_v_targaryen, aerys_targaryen)	1
parent(_EX4, eddard_stark)	parent(unknown_mother_stark, eddard_stark)	1
parent(_EX6, _EX2)	parent(unknown_mother_sand_3, sarella_sand)	1
parent(_EX4, X)	parent(balon_greyjoy, yara_greyjoy)	1
parent(rhaella_targaryen, X)	parent(rhaella_targaryen, rhaegar_targaryen)	1
parent(_EX4, _EX1)	parent(olenna_tyrell, mace_tyrell)	1
parent(Y, _EX3)	parent(aegon_v_targaryen, duncan_targaryen)	1
parent(Y, _EX3)	parent(eddard_stark, arya_stark)	1
parent(tywin_lannister, _EX4)	parent(tywin_lannister, tyrion_lannister)	1
parent(_EX6, _EX5)	parent(balon_greyjoy, maron_greyjoy)	1
parent(_EX6, X)	parent(balon_greyjoy, yara_greyjoy)	1
male(X)	male(lancel_lannister)	1
parent(_EX4, X)	parent(rickard_stark, eddard_stark)	1
parent(X, _EX5)	parent(alannys_harlaw, theon_greyjoy)	1
daughter(_EX0, unknown_mother_sand_1)	daughter(X, Y) :- female(X), parent(Y, X)	1
parent(X, _EX1)	parent(aegon_v_targaryen, duncan_targaryen)	1
parent(_EX3, X)	parent(unknown_mother_targaryen, rhaella_targaryen)	1
parent(Y, X)	parent(eddard_stark, rickon_stark)	1
parent(_EX0, _EX1)	parent(cersei_lannister, joffery_lannister)	1
parent(_EX6, _EX5)	parent(lewyn_martell, oberyn_martell)	1
parent(X, Y)	parent(catelyn_stark, sansa_stark)	1
parent(X, _EX1)	parent(joanna_lannister, jaime_lannister)	1
parent(X, _EX5)	parent(eddard_stark, rickon_stark)	1
parent(_EX6, _EX2)	parent(unknown_mother_stark, lyanna_stark)	1
parent(X, Y)	parent(oberyn_martell, tyene_sand)	1
parent(_EX6, X)	parent(rickard_stark, eddard_stark)	1
parent(_EX6, _EX2)	parent(rickard_stark, brandon_stark)	1
parent(_EX1, _EX3)	parent(kevan_lannister, willem_lannister)	1
parent(_EX3, balon_greyjoy)	parent(unknown_mother_greyjoy, balon_greyjoy)	1
parent(X, Z)	parent(steffon_baratheon, renly_baratheon)	1
parent(_EX4, Z)	parent(aerys_targaryen, rhaegar_targaryen)	1
parent(aerys_targaryen, X)	parent(aerys_targaryen, viserys_targaryen)	1
status(X, Y)	status(rhaegar_targaryen, dead)	1
parent(_EX2, X)	parent(luthor_tyrell, mace_tyrell)	1
ancestor(mace_tyrell, Y)	ancestor(X, Y) :- parent(X, Y)	1
parent(X, _EX3)	parent(aerys_targaryen, daenerys_targaryen)	1
parent(Y, _EX3)	parent(jaime_lannister, tommen_lannister)	1
parent(_EX1, _EX3)	parent(aegon_v_targaryen, aerys_targaryen)	1
parent(_EX0, X)	parent(unknown_father_greyjoy, euron_greyjoy)	1
parent(X, _EX3)	parent(lewyn_martell, ella_martell)	1
parent(_EX5, _EX1)	parent(selyse_baratheon, shireen_baratheon)	1
parent(X, daeron_targaryen)	parent(aegon_v_targaryen, daeron_targaryen)	1
parent(eddard_stark, Z)	parent(eddard_stark, rickon_stark)	1
parent(_EX0, _EX1)	parent(robert_baratheon, gendry)	1
parent(_EX1, Z)	parent(unknown_mother_stark, benjen_stark)	1
parent(_EX5, _EX1)	parent(unknown_father_greyjoy, euron_greyjoy)	1
status(X, Y)	status(myrcella_lannister, dead)	1
parent(_EX1, Z)	parent(unknown_mother_targaryen, rhaella_targaryen)	1
parent(X, _EX1)	parent(catelyn_stark, arya_stark)	1
parent(_EX0, rhaegar_targaryen)	parent(aerys_targaryen, rhaegar_targaryen)	1
parent(_EX2, X)	parent(cersei_lannister, myrcella_lannister)	1
parent(unknown_mother_stark, _EX4)	parent(unknown_mother_stark, eddard_stark)	1
parent(_EX3, Z)	parent(rickard_stark, lyanna_stark)	1
parent(_EX1, Z)	parent(rickard_stark, lyanna_stark)	1
parent(_EX0, X)	parent(unknown_mother_sand_1, obara_sand)	1
parent(_EX3, rodrick_greyjoy)	parent(balon_greyjoy, rodrick_greyjoy)	1
male(X)	male(rickon_stark)	1
parent(_EX6, _EX2)	parent(unknown_mother_lannister, kevan_lannister)	1
child(_EX1, mellario_of_norvos)	child(X, Y) :- parent(Y, X)	1
status(X, Z)	status(balon_greyjoy, dead)	1
male(_EX0)	male(theon_greyjoy)	1
parent(_EX2, X)	parent(unknown_mother_lannister, tywin_lannister)	1
parent(_EX5, _EX1)	parent(unknown_mother_sand_1, obara_sand)	1
ancestor(robert_baratheon, _EX1)	ancestor(X, Y) :- parent(X, Y)	1
parent(X, _EX1)	parent(olenna_tyrell, mace_tyrell)	1
parent(_EX1, _EX3)	parent(joanna_lannister, jaime_lannister)	1
female(_EX3)	female(alannys_harlaw)	1
parent(jaime_lannister, joffery_lannister)	parent(jaime_lannister, joffery_lannister)	1
female(_EX3)	female(nymeria_sand)	1
parent(_EX3, X)	parent(unknown_mother_martell, oberyn_martell)	1
parent(_EX4, _EX1)	parent(alannys_harlaw, maron_greyjoy)	1
parent(X, _EX4)	parent(unknown_mother_stark, lyanna_stark)	1
parent(_EX1, _EX3)	parent(catelyn_stark, rickon_stark)	1
ancestor(robert_baratheon, Z)	ancestor(X, Y) :- parent(X, Y)	1
parent(tywin_lannister, cersei_lannister)	parent(tywin_lannister, cersei_lannister)	1
parent(_EX1, _EX5)	parent(rhaella_targaryen, rhaegar_targaryen)	1
status(Y, X)	status(sansa_stark, alive)	1
parent(_EX0, X)	parent(cassana_estermont, stannis_baratheon)	1
ancestor(rhaella_targaryen, _EX1)	ancestor(X, Y) :- parent(X, Y)	1
parent(_EX5, X)	parent(rhaegar_targaryen, rhaenys_targaryen)	1
parent(_EX4, _EX1)	parent(tywin_lannister, cersei_lannister)	1
male(_EX0)	male(rickard_stark)	1
parent(eddard_stark, X)	parent(eddard_stark, robb_stark)	1
female(_EX2)	female(unknown_mother_stark)	1
parent(robert_baratheon, _EX0)	parent(robert_baratheon, gendry)	1
male(_EX0)	male(kevan_lannister)	1
parent(unknown_mother_stark, _EX4)	parent(unknown_mother_stark, brandon_stark)	1
parent(_EX5, _EX1)	parent(cassana_estermont, stannis_baratheon)	1
parent(Y, X)	parent(oberyn_martell, four_unknown_martells)	1
parent(X, _EX0)	parent(unknown_mother_targaryen, duncan_targaryen)	1
parent(_EX1, _EX3)	parent(catelyn_stark, arya_stark)	1
parent(Y, _EX3)	parent(steffon_baratheon, stannis_baratheon)	1
parent(X, Z)	parent(tywin_lannister, tyrion_lannister)	1
parent(_EX4, _EX1)	parent(alannys_harlaw, theon_greyjoy)	1
female(mellario_of_norvos)	female(mellario_of_norvos)	1
parent(_EX0, tywin_lannister)	parent(tytos_lannister, tywin_lannister)	1
male(_EX0)	male(jaime_lannister)	1
ancestor(jaime_lannister, Y)	ancestor(X, Y) :- parent(X, Y)	1
parent(Y, aegon_targaryen)	parent(rhaegar_targaryen, aegon_targaryen)	1
status(X, Z)	status(rickon_stark, dead)	1
parent(_EX6, _EX5)	parent(lyanna_stark, jon_snow)	1
status(Y, X)	status(elia_martell, dead)	1
parent(_EX4, _EX1)	parent(eddard_stark, rickon_stark)	1
status(X, Z)	status(maron_greyjoy, dead)	1
parent(_EX1, robert_baratheon)	parent(steffon_baratheon, robert_baratheon)	1
parent(X, _EX4)	parent(ellaria_sand, tyene_sand)	1
status(Y, X)	status(polliver, dead)	1
parent(_EX2, X)	parent(eddard_stark, robb_stark)	1
parent(_EX4, X)	parent(alerie_hightower, margaery_tyrell)	1
parent(_EX1, _EX3)	parent(olenna_tyrell, mace_tyrell)	1
parent(Y, X)	parent(catelyn_stark, robb_stark)	1
parent(X, _EX1)	parent(aerys_targaryen, viserys_targaryen)	1
parent(X, _EX3)	parent(eddard_stark, bran_stark)	1
parent(rickard_stark, X)	parent(rickard_stark, lyanna_stark)	1
male(X)	male(oberyn_martell)	1
parent(_EX6, _EX5)	parent(eddard_stark, bran_stark)	1
parent(_EX6, _EX2)	parent(alannys_harlaw, rodrick_greyjoy)	1
parent(_EX0, _EX1)	parent(steffon_baratheon, renly_baratheon)	1
parent(_EX4, _EX1)	parent(alerie_hightower, loras_tyrell)	1
parent(_EX5, _EX1)	parent(unknown_mother_greyjoy, euron_greyjoy)	1
parent(X, Z)	parent(jaime_lannister, myrcella_lannister)	1
parent(X, _EX0)	parent(catelyn_stark, sansa_stark)	1
parent(X, _EX0)	parent(oberyn_martell, tyene_sand)	1
parent(_EX1, _EX5)	parent(steffon_baratheon, renly_baratheon)	1
parent(X, _EX1)	parent(oberyn_martell, nymeria_sand)	1
parent(Y, X)	parent(unknown_mother_stark, benjen_stark)	1
parent(_EX2, X)	parent(unknown_mother_stark, eddard_stark)	1
parent(X, _EX3)	parent(aegon_v_targaryen, daeron_targaryen)	1
parent(_EX2, X)	parent(balon_greyjoy, maron_greyjoy)	1
male(willem_lannister)	male(willem_lannister)	1
parent(X, _EX5)	parent(unknown_mother_stark, benjen_stark)	1
parent(_EX4, balon_greyjoy)	parent(unknown_mother_greyjoy, balon_greyjoy)	1
parent(X, _EX5)	parent(unknown_mother_targaryen, rhaella_targaryen)	1
parent(oberyn_martell, _EX1)	parent(oberyn_martell, obara_sand)	1
parent(_EX2, joffery_lannister)	parent(jaime_lannister, joffery_lannister)	1
parent(_EX6, X)	parent(kevan_lannister, willem_lannister)	1
parent(X, _EX3)	parent(alannys_harlaw, yara_greyjoy)	1
parent(Y, _EX3)	parent(rhaella_targaryen, rhaegar_targaryen)	1
parent(_EX3, Z)	parent(unknown_mother_sand_2, nymeria_sand)	1
parent(_EX1, Z)	parent(unknown_mother_sand_2, nymeria_sand)	1
male(X)	male(robb_stark)	1
parent(_EX1, _EX5)	parent(unknown_mother_targaryen, daeron_targaryen)	1
parent(X, _EX3)	parent(catelyn_stark, bran_stark)	1
parent(_EX3, joffery_lannister)	parent(cersei_lannister, joffery_lannister)	1
parent(_EX6, _EX5)	parent(alannys_harlaw, yara_greyjoy)	1
parent(_EX6, X)	parent(aegon_v_targaryen, aerys_targaryen)	1
parent(X, _EX3)	parent(mellario_of_norvos, trystane_martell)	1
parent(_EX6, _EX5)	parent(catelyn_stark, bran_stark)	1
parent(_EX4, Z)	parent(lewyn_martell, doran_martell)	1
parent(_EX6, _EX2)	parent(ellaria_sand, four_unknown_martells)	1
